,,SiOs postliste 9. 15.1.2017,
Sist endret d,Dok # Tittel,Applikasjon,Saksbehandler
ato,,,
13.01.2017,47161 Statsbudsjettet 2017 Kap. 270 pos,MS OUTLOOK,Torgunn Kveberg
,t 74 Tilskudd til studentsamskipna,,
,"dene, Kunnskapsdepartementet 12.",,
,1.17,,
12.01.2017,47155 Brev fra NRK lisensavdeling av 11.,ACROBAT,Torgunn Kveberg
,1.2017 bekreftelse på oppsigelse,,
,av lisens,,
09.01.2017,47090 2_Innsigelse trekkes.pdf,ACROBAT,Trond Bakke
