,,SiOs postliste 4. 10.1.2016,
Sist endret d,Dok # Tittel,Applikasjon,Saksbehandler
ato,,,
07.01.2016,43756 Innsynshenvendelse etter Offentligh,MS OUTLOOK,Nina Langeland
,etslova Regnskap over bruken av,,
,semesteravgiften de siste 5 årene,,
04.01.2016,43702 Parkeringsrabatt hos SiO brev fra,MS OUTLOOK,Torgunn Kveberg
,Kunnskapsdepartementet av 17.12.,,
,15 m/vedlegg,,
04.01.2016,43704 Vedrørende omdisponering av tilsa,MS OUTLOOK,Torgunn Kveberg
,"gn om tilskudd, Kunnskapsdeparte",,
,mentet 18.1215,,
04.01.2016,43706 Statsbudsjettet 2016 kap. 260 Tild,MS OUTLOOK,Torgunn Kveberg
,elingsbrev for Høgskolen i Oslo og,,
,"Akershus, Kunnskapsdeparementet",,
,18.12.15,,
04.01.2016,43707 Statsbudsjettet 2016 kap. 260 pos,MS OUTLOOK,Torgunn Kveberg
,t 70 Tilskudd til private høyskoler,,
,"m/vedkegg, Kunnskapsdepartenebt",,
,et 23.12.15,,
