,,SiOs postliste 31.12.2019-5.1.2020,
Endret dato,Dok # Dokumentnavn,Applikasjon,Forfatternavn
02.01.2020 1,55653 Planforslag offentlig ettersyn - Sogn,MS OUTLOOK,Torgunn Kveberg
1:30:17,"sveien 102, PBE 20.12.19",,
02.01.2020 0,55649 Navneendring - Studentsamskipnad,MS OUTLOOK,Torgunn Kveberg
8:18:17,"en i Oslo og Akershus (SiO), Kunns",,
,kapsdepartementet 19.12.19,,
