,,SiOs postliste 10.2.2020-16.2.2020,
Endret dato,Dok # Dokumentnavn,Applikasjon,Forfatternavn
13.02.2020 1,55898 Sognsveien 102 - Varsel om utvidet,MS OUTLOOK,Torgunn Kveberg
0:52:08,høringsfrist: Offentlig ettersyn av fors,,
,"lag til detaljregulering, PBE 13.2.20",,
13.02.2020 1,55897 SV: Utvidet høringsfrist for Sognsvei,MS OUTLOOK,Trond Bakke
0:37:27,en 102,,
