,SiOs postliste 29.5.2020-7.6.2020,,
Endret dato,Dok # Dokumentnavn,Applikasjon,Forfatternavn
05.06.2020,56524 Vedtak om endelig fordeling av tilskudd til stud,MS OUTLOOK,Torgunn Kveberg
,"entsamskipnadene, Diku - Direktoratet for inter",,
,nasjonalisering og kvalitetsutvikling i høyere ut,,
,"danning, 4.6.20",,
03.06.2020 09:48,"56515 Marselis' gate 24 - Midlertidig brukstillatelse, P",ACROBAT,Torgunn Kveberg
:16,BE 29.5.20,,
03.06.2020 09:40,56514 Moldegata 45 - Registrering av opplysninger i,ACROBAT,Torgunn Kveberg
:30,"matrikkel, PBE 2.6.20",,
29.05.2020 11:05,56508 Datatilsynet 948554062 STUDENTSAMSKIPN,MS OUTLOOK,Trond Morten Trondsen
:00,"ADEN SIO, Melding om avvik",,
29.05.2020 08:56,"56483 St. Olavs gate 32, Kommunal- og moderniserin",MS OUTLOOK,Torgunn Kveberg
:47,gsdepartementet 28.5.20,,
