,,SiOs postliste 31.5.-6.6.2021,
Edit Date,Doc # Document Name,Application,Author Name
04.06.2021 1,"58422 Gjerdrums vei 10 D-G, gjeldende a",ACROBAT,Torgunn Kveberg
3:33:05,"dresse, PBE 4.6.21",,
04.06.2021 1,"58421 Varsel om oppstart av planarbeid,",ACROBAT,Torgunn Kveberg
0:08:03,PBE 3.6.21,,
01.06.2021 0,58397 Gjerdrums vei 10 B - Behov for tille,ACROBAT,Torgunn Kveberg
8:16:51,"ggsopplysninger, PBE 31.5.21",,
31.05.2021 1,58394 Brenneriveien 11 - Oppføring av stu,ACROBAT,Torgunn Kveberg
0:27:57,"dentboliger, Oslo kommune v/Vann",,
,"- og avløpsetaten, 31.5.21",,
31.05.2021 1,58393 Gjenåpning av utelivet - presisering,ACROBAT,Torgunn Kveberg
0:14:35,"er, Oslo kommune 28.5.21",,
