,,SiOs postliste 8.2.-14.2.2021,
Edit Date,Doc # Document Name,Application,Author Name
10.02.2021 1,57809 Gamification HDiR Svar rapport 20,ACROBAT,Trond Morten Trondsen
4:42:18,20,,
10.02.2021 0,57805 Statsbudsjettet for 2021 - Kapittel 2,MS OUTLOOK,Torgunn Kveberg
9:45:00,"70 Studentvelferd, post 74 - Tilskud",,
,"d til studentsamskipnadene, Diku -",,
,Direktoratet for internasjonalisering,,
,og kvalitetsutvikling i høyere utdann,,
,ing 9.2.21,,
09.02.2021 1,57790 Årsrapportering 2020 - inntektsførin,MS OUTLOOK,Torgunn Kveberg
1:33:53,g og rapportering av mottatte tilsku,,
,"dd til bygging av studentboliger, Ku",,
,nnskapsdepartementet 4.2.21,,
09.02.2021 1,57789 Tiltaksmidler fra KD - Høringssvar f,MS OUTLOOK,Torgunn Kveberg
1:17:47,"ra Norsk Gestaltinstitutt Høyskole,",,
,8.2.21,,
