,,SiOs postliste 7.6.-13.6.2021,
Edit Date,Doc # Document Name,Application,Author Name
10.06.2021 1,58470 Olav M. Troviks vei 64 - Tillatelse til,ACROBAT,Torgunn Kveberg
3:55:19,"endring, PBE 10.6.21",,
10.06.2021 0,58449 Svar på søknad om avhending av s,MS OUTLOOK,Torgunn Kveberg
9:56:16,"tudentboliger, Kunnskapsdepartem",,
,entet 9.6.21,,
08.06.2021 1,"58437 Blindernveien 6 A-E, FDV tilsyn avs",ACROBAT,Torgunn Kveberg
3:18:30,"luttet, PBE 8.6.21",,
08.06.2021 0,"58436 Blindernveien 6 A-E, Tillatelse til tilt",ACROBAT,Torgunn Kveberg
9:58:31,"ak, PBE 8.6.21",,
08.06.2021 0,58435 Rolf E. Stenersens allé 6 - Tillatelse,ACROBAT,Torgunn Kveberg
9:01:41,"til tiltak, PBE 8.6.21",,
