SiOs postliste 17. - 21.01.2011,,,
Dok # Dokumentnavn,Virksomhet,Opprettet,Retning
,,dato,
12192 Kostnadsoverslag - Ombygging av Karrieresenterets lokaler i Frederikkebyg,KAR,19.01.201,UT
get,,1,
12124 Forslag til skriv til byutviklingskomiteen Carl Berner studentboliger,KS,17.01.201,UT
,,1,
12187 Reservasjon overenskomst OAS Utdanningsforbundet,KS,18.01.201,UT
,,1,
12219 Reservasjon OAS NTL SK,KS,20.01.201,UT
,,1,
12220 Reservasjon NTL OAS Akademika AS,KS,20.01.201,UT
,,1,
12221 Reservasjon OAS Parat SK,KS,20.01.201,UT
,,1,
12229 Reservasjon OAS Parat Akademika,KS,20.01.201,UT
,,1,
12137 Urbo praktisk arbeid videre,KS,17.01.201,UT
,,1,
12258 OAS broadnet antenneanlegg Bj.gt. 21,SE,20.01.201,INN
,,1,
12259 OAS Mobile Norway fakturaadresse,SE,20.01.201,INN
,,1,
12262 OAS transporterklæring Mobile Norway,SE,20.01.201,INN
,,1,
12266 Leieavtale Urbo P-kjeller Kongsvinger,SE,20.01.201,INN
,,1,
12268 Leieavtale Urbo og boligavdelingen for Kongsvinger 2010,SE,20.01.201,INN
,,1,
,SiO,,
SiOs postliste 17. - 21.01.2011,,,
Dok # Dokumentnavn,Virksomhet,Opprettet,Retning
,,dato,
12265 Leieavtale mellom Urban boligutleie AS og OAS eiendomsavdeling Kongsvi,SE,20.01.201,UT
nger p-hus 2010,,1,
12272 Hafjell sørlia 17 E og F. Vaktmesteravtale okt. 2010.,SE,20.01.201,INN
,,1,
12275 Kjeller barnehage skisse overlevering leie modulbygg,SE,20.01.201,INN
,,1,
12276 Kjeller barnehage svarbrev Skedsmo vedr. forlengelse av disp. 26.03.2010,SE,20.01.201,INN
,,1,
12281 Kjeller barnehage søkn. forlengelse av brukstillatelse 09.03.2010,SE,20.01.201,UT
,,1,
12251 Ferdigattest Bjerregaardsgate 21,SE,20.01.201,INN
,,1,
12252 Ferdigattester H.R 1 og 3 og parkeringskjeller,SE,20.01.201,INN
,,1,
12253 Jens Bjelkesgate 42 ferdigattest rørskifte nov. 2010,SE,20.01.201,INN
,,1,
12277 Kjeller barnehage disp. forlengelse midl.drift til 18.08.2012,SE,20.01.201,INN
,,1,
"12279 Kjeller barnehage serviceavtale el,vvs,ventilasjon okt. 2008-signert",SE,20.01.201,INN
,,1,
12280 Kjeller barnehage leiekontrakt paviljong- signert,SE,20.01.201,INN
,,1,
12214 Avtale Cicero Senter for klimaforskning,SI,19.01.201,INN
,,1,
12289 Velkomstbrev nytt semester våren 2011,SL,21.01.201,UT
,,1,
,SiO,,
